InvoiceId,OrderDate,ProductId,CustomerId,ShipMode,Quantity,Sales,Profit,Discount,TotalAmount
1481,2025-04-20,343,2500,First Class,2,2500000,670000,0.05,2375000
1482,2025-11-28,412,493,First Class,1,180000,51000,0,180000
1483,2025-05-17,418,1997,Standard Class,2,240000,45000,0.05,228000
1484,2025-05-01,117,949,First Class,4,1800000,553000,0.05,1710000
1485,2025-12-02,113,503,Same Day,1,1250000,380000,0.05,1188000
1486,2025-05-18,420,2187,Second Class,1,920000,168000,0.1,828000
1487,2025-05-17,465,1802,Second Class,2,2500000,779000,0,2500000
1488,2025-07-02,44,676,Standard Class,1,920000,256000,0.05,874000
1489,2025-03-26,389,1454,First Class,1,250000,59000,0,250000
1490,2025-09-23,211,1004,Standard Class,1,120000,23000,0,120000
1491,2025-06-18,271,1111,Second Class,4,5000000,995000,0,5000000
1492,2025-02-16,499,775,First Class,3,1350000,413000,0,1350000
1493,2025-06-17,394,1759,Same Day,2,500000,109000,0,500000
1494,2025-10-23,31,2234,Standard Class,4,720000,235000,0.05,684000
1495,2025-04-08,318,1837,Second Class,2,1360000,470000,0,1360000
1496,2025-08-27,221,2011,First Class,3,2040000,508000,0.1,1836000
1497,2025-12-18,155,2151,Second Class,3,2760000,516000,0.1,2484000
1498,2025-04-03,208,579,Same Day,1,920000,175000,0,920000
1499,2025-06-10,112,2088,Second Class,3,2760000,618000,0.05,2622000
1500,2025-01-17,244,2081,Second Class,2,1840000,559000,0,1840000
1501,2025-06-11,196,2033,Standard Class,1,120000,29000,0,120000
1502,2025-09-21,334,2405,Same Day,2,1360000,362000,0,1360000
1503,2025-06-26,55,810,Same Day,4,1000000,223000,0,1000000
1504,2025-12-01,136,392,Standard Class,3,960000,183000,0,960000
1505,2025-08-05,260,1763,Same Day,4,480000,112000,0,480000
1506,2025-07-18,54,2341,First Class,1,450000,156000,0,450000
1507,2025-12-22,17,2126,Second Class,4,1280000,379000,0,1280000
1508,2025-11-05,401,431,Second Class,2,2500000,844000,0,2500000
1509,2025-08-31,215,1684,Second Class,3,1350000,280000,0,1350000
1510,2025-03-31,193,1480,Standard Class,2,2500000,634000,0,2500000
1511,2025-01-22,164,258,Standard Class,4,1280000,313000,0,1280000
1512,2025-10-08,232,643,First Class,1,680000,154000,0.1,612000
1513,2025-12-18,234,1564,Same Day,1,680000,139000,0,680000
1514,2025-10-16,199,1421,Same Day,2,640000,207000,0.05,608000
1515,2025-06-12,302,1463,Same Day,1,680000,230000,0,680000
1516,2025-08-02,234,2176,Same Day,2,1840000,617000,0,1840000
1517,2025-03-25,151,1268,Same Day,3,3750000,913000,0,3750000
1518,2025-02-07,41,1999,First Class,2,500000,151000,0,500000
1519,2025-09-18,379,628,Same Day,1,920000,176000,0.1,828000
1520,2025-01-07,230,375,First Class,3,2760000,602000,0,2760000
1521,2025-12-17,89,398,Second Class,2,2500000,834000,0,2500000
1522,2025-05-07,495,112,First Class,3,750000,200000,0,750000
1523,2025-01-31,94,655,Standard Class,2,2500000,723000,0.05,2375000
1524,2025-10-31,276,1650,Standard Class,4,1000000,303000,0,1000000
1525,2025-02-27,308,1832,Same Day,2,500000,161000,0,500000
1526,2025-05-30,138,1968,Same Day,1,680000,155000,0,680000
1527,2025-04-27,172,553,Same Day,3,2760000,565000,0,2760000
1528,2025-12-20,81,2313,Same Day,1,450000,115000,0.1,405000
1529,2025-11-13,118,20,First Class,3,3750000,844000,0,3750000
1530,2025-03-12,182,2180,Standard Class,1,180000,56000,0,180000
1531,2025-08-02,427,1832,Standard Class,4,1280000,434000,0,1280000
1532,2025-09-21,126,2270,Standard Class,3,360000,125000,0,360000
1533,2025-12-27,339,1714,Second Class,2,900000,249000,0.05,855000
1534,2025-04-30,122,2240,Same Day,2,900000,246000,0,900000
1535,2025-05-15,21,2186,Standard Class,1,320000,60000,0.05,304000
1536,2025-08-31,304,548,First Class,3,2040000,652000,0.05,1938000
1537,2025-08-28,219,2227,Second Class,3,750000,191000,0,750000
1538,2025-08-23,383,1114,First Class,2,2500000,736000,0.05,2375000
1539,2025-08-29,415,1512,Standard Class,1,1250000,326000,0,1250000
1540,2025-07-27,343,2165,Same Day,1,250000,45000,0.05,238000
1541,2025-03-28,350,1570,Standard Class,4,1280000,297000,0,1280000
1542,2025-01-05,300,481,Same Day,1,180000,59000,0,180000
1543,2025-01-22,228,146,Second Class,4,1800000,506000,0,1800000
1544,2025-09-30,432,1344,Same Day,1,920000,247000,0.05,874000
1545,2025-03-12,59,852,First Class,1,1250000,340000,0.1,1125000
1546,2025-03-24,452,340,First Class,1,120000,33000,0,120000
1547,2025-06-15,331,1937,Standard Class,1,920000,317000,0,920000
1548,2025-07-18,450,2192,Second Class,1,1250000,400000,0,1250000
1549,2025-10-23,189,2333,Same Day,1,250000,51000,0,250000
1550,2025-07-05,315,2368,Second Class,4,1280000,262000,0,1280000
1551,2025-02-01,307,1868,Standard Class,3,540000,167000,0.05,513000
1552,2025-07-11,13,745,Same Day,3,2760000,592000,0.1,2484000
1553,2025-03-29,289,1155,Same Day,4,2720000,599000,0.1,2448000
1554,2025-06-09,18,2255,Standard Class,4,2720000,522000,0,2720000
1555,2025-10-10,452,1881,Same Day,1,120000,35000,0,120000
1556,2025-12-25,192,231,First Class,3,540000,113000,0.05,513000
1557,2025-10-18,154,880,Same Day,1,120000,40000,0,120000
1558,2025-12-23,378,1868,Same Day,2,900000,258000,0.1,810000
1559,2025-07-17,185,1546,Standard Class,2,640000,146000,0,640000
1560,2025-06-11,169,14,First Class,3,2760000,467000,0.1,2484000
1561,2025-06-12,279,988,First Class,3,2760000,864000,0.05,2622000
1562,2025-06-03,324,697,Second Class,1,1250000,310000,0,1250000
1563,2025-09-26,40,59,Same Day,3,1350000,414000,0,1350000
1564,2025-04-14,208,394,Second Class,3,2760000,590000,0,2760000
1565,2025-01-17,177,499,First Class,1,680000,207000,0.1,612000
1566,2025-09-04,483,1416,First Class,1,320000,68000,0,320000
1567,2025-04-09,127,1700,Standard Class,4,1800000,562000,0,1800000
1568,2025-08-31,342,18,Second Class,2,1360000,222000,0.1,1224000
1569,2025-01-15,210,1257,Standard Class,1,250000,73000,0,250000
1570,2025-07-03,117,547,Standard Class,2,1840000,526000,0,1840000
1571,2025-04-01,243,303,Same Day,3,3750000,681000,0,3750000
1572,2025-10-24,453,321,First Class,4,480000,130000,0,480000
1573,2025-06-26,122,1553,Same Day,1,680000,136000,0,680000
1574,2025-03-27,63,2188,Same Day,3,750000,142000,0.1,675000
1575,2025-06-29,451,2139,Same Day,1,1250000,326000,0.05,1188000
1576,2025-02-22,314,2282,Same Day,4,1800000,346000,0.1,1620000
1577,2025-11-14,417,1978,Same Day,2,500000,92000,0.05,475000
1578,2025-08-24,416,1754,Second Class,3,3750000,949000,0.05,3562000
1579,2025-02-10,263,33,Second Class,3,360000,94000,0.1,324000
1580,2025-07-30,176,1587,Standard Class,4,3680000,1053000,0,3680000
1581,2025-08-04,165,1623,Same Day,4,1800000,490000,0.05,1710000
1582,2025-08-21,363,1,Same Day,2,900000,169000,0.05,855000
1583,2025-04-13,124,2395,Same Day,4,1000000,267000,0,1000000
1584,2025-01-07,97,2259,Standard Class,3,1350000,449000,0,1350000
1585,2025-06-28,256,24,Standard Class,3,3750000,608000,0.1,3375000
1586,2025-11-14,101,650,Standard Class,3,2040000,507000,0,2040000
1587,2025-02-12,160,560,Standard Class,3,2760000,649000,0.1,2484000
1588,2025-10-20,464,2285,Standard Class,4,2720000,872000,0.05,2584000
1589,2025-04-27,473,2477,Standard Class,4,2720000,505000,0.05,2584000
1590,2025-07-06,211,655,Second Class,2,1360000,308000,0.1,1224000
1591,2025-09-01,243,778,Same Day,3,1350000,375000,0,1350000
1592,2025-04-27,125,1941,Same Day,1,120000,33000,0,120000
1593,2025-02-05,460,1705,Standard Class,3,2760000,938000,0,2760000
1594,2025-07-03,255,2161,First Class,2,1360000,322000,0.05,1292000
1595,2025-10-17,387,1637,Same Day,4,1800000,586000,0,1800000
1596,2025-09-23,492,672,First Class,1,450000,91000,0,450000
1597,2025-07-05,77,19,Second Class,2,1360000,317000,0,1360000
1598,2025-11-05,138,1546,First Class,3,1350000,256000,0.05,1282000
1599,2025-01-25,367,2180,Same Day,3,360000,104000,0.05,342000
1600,2025-06-10,194,2227,Second Class,3,2040000,451000,0,2040000
1601,2025-08-03,222,175,Standard Class,1,320000,58000,0,320000
1602,2025-09-26,296,849,First Class,4,5000000,1300000,0,5000000
1603,2025-03-02,81,2267,Standard Class,2,640000,113000,0.05,608000
1604,2025-05-18,231,844,Same Day,3,540000,114000,0.1,486000
1605,2025-07-08,84,808,Standard Class,2,240000,78000,0,240000
1606,2025-02-20,72,2176,Same Day,2,500000,113000,0.1,450000
1607,2025-11-08,324,2209,Same Day,1,320000,60000,0,320000
1608,2025-11-21,73,2132,Same Day,4,1800000,559000,0,1800000
1609,2025-01-31,168,518,Second Class,2,1840000,356000,0,1840000
1610,2025-11-16,261,139,First Class,2,900000,206000,0,900000
1611,2025-01-20,169,1360,First Class,4,1000000,202000,0.1,900000
1612,2025-11-07,221,1969,Second Class,1,920000,262000,0.05,874000
1613,2025-03-11,262,405,Standard Class,3,750000,233000,0.05,712000
1614,2025-12-09,161,2428,Second Class,1,180000,41000,0,180000
1615,2025-07-02,19,728,Second Class,3,2040000,465000,0.1,1836000
1616,2025-09-07,170,920,First Class,2,240000,55000,0,240000
1617,2025-06-24,337,1596,Second Class,3,960000,231000,0,960000
1618,2025-08-22,318,1402,First Class,1,920000,315000,0,920000
1619,2025-09-22,85,1788,First Class,1,250000,76000,0.1,225000
1620,2025-01-13,465,1197,First Class,2,640000,152000,0.1,576000
1621,2025-11-10,120,1431,Standard Class,2,900000,269000,0,900000
1622,2025-07-11,265,313,Second Class,2,1360000,423000,0,1360000
1623,2025-07-18,39,2005,Standard Class,2,500000,153000,0.05,475000
1624,2025-11-26,118,228,Same Day,4,1280000,220000,0.1,1152000
1625,2025-08-11,279,2244,Standard Class,2,1360000,410000,0.05,1292000
1626,2025-05-26,54,898,Standard Class,1,920000,167000,0.1,828000
1627,2025-12-05,421,1425,Second Class,3,960000,188000,0.05,912000
1628,2025-09-05,139,1498,Standard Class,2,640000,215000,0,640000
1629,2025-01-26,250,786,Same Day,1,1250000,236000,0,1250000
1630,2025-06-27,467,2476,First Class,4,480000,102000,0,480000
1631,2025-07-17,496,1053,Second Class,1,320000,91000,0,320000
1632,2025-10-25,129,2411,Same Day,1,1250000,388000,0.1,1125000
1633,2025-10-18,119,1185,Standard Class,3,1350000,328000,0.05,1282000
1634,2025-02-04,421,2211,Second Class,4,720000,173000,0.05,684000
1635,2025-01-03,113,2114,Standard Class,2,360000,90000,0.05,342000
1636,2025-01-05,488,583,Same Day,2,240000,49000,0,240000
1637,2025-11-30,214,283,Same Day,3,1350000,291000,0,1350000
1638,2025-12-17,120,1719,Same Day,3,540000,131000,0,540000
1639,2025-06-17,462,543,Same Day,3,3750000,1206000,0,3750000
1640,2025-02-16,4,2453,Standard Class,1,120000,25000,0,120000
1641,2025-08-31,225,1205,Same Day,2,1360000,310000,0,1360000
1642,2025-10-17,448,536,Standard Class,3,960000,209000,0,960000
1643,2025-03-31,148,532,Standard Class,3,540000,157000,0,540000
1644,2025-11-23,442,1979,First Class,2,1840000,351000,0,1840000
1645,2025-09-15,176,2045,Standard Class,1,320000,106000,0,320000
1646,2025-06-15,148,1282,Same Day,1,450000,128000,0.1,405000
1647,2025-09-29,68,1131,First Class,4,1800000,617000,0,1800000
1648,2025-02-01,442,1543,Second Class,1,320000,92000,0,320000
1649,2025-11-13,347,2222,Second Class,2,640000,138000,0,640000
1650,2025-07-03,303,1560,Second Class,2,500000,140000,0.05,475000
1651,2025-11-22,17,182,Same Day,2,500000,92000,0.1,450000
1652,2025-04-16,95,1789,Same Day,2,900000,216000,0.05,855000
1653,2025-11-26,448,367,Second Class,4,1800000,539000,0.05,1710000
1654,2025-05-01,206,1221,First Class,4,3680000,975000,0,3680000
1655,2025-08-15,355,600,Standard Class,3,2760000,914000,0,2760000
1656,2025-09-03,353,785,Standard Class,1,120000,36000,0,120000
1657,2025-06-08,304,1938,Standard Class,4,1280000,299000,0,1280000
1658,2025-07-26,187,1093,Same Day,1,320000,76000,0.1,288000
1659,2025-03-30,13,1058,Second Class,2,360000,80000,0.05,342000
1660,2025-11-10,60,2278,Same Day,4,1280000,434000,0,1280000
1661,2025-04-20,23,2117,Standard Class,1,920000,237000,0,920000
1662,2025-03-22,480,2250,Same Day,2,500000,160000,0,500000
1663,2025-12-11,90,2107,Standard Class,4,1800000,393000,0,1800000
1664,2025-03-07,205,1604,Standard Class,2,1360000,287000,0,1360000
1665,2025-02-03,374,845,Same Day,4,1280000,390000,0,1280000
1666,2025-04-04,285,995,Standard Class,4,720000,185000,0,720000
1667,2025-04-29,243,1481,Standard Class,1,250000,63000,0.05,238000
1668,2025-08-12,266,764,First Class,3,960000,257000,0,960000
1669,2025-06-27,417,1792,Second Class,4,720000,142000,0.05,684000
1670,2025-10-03,295,1168,Same Day,4,2720000,679000,0,2720000
1671,2025-10-17,98,1527,Standard Class,1,250000,87000,0,250000
1672,2025-11-07,273,1567,Standard Class,3,2760000,759000,0.1,2484000
1673,2025-07-25,215,1251,Standard Class,2,360000,112000,0.05,342000
1674,2025-09-21,46,130,Standard Class,1,1250000,319000,0.05,1188000
1675,2025-10-16,153,1527,First Class,2,1840000,356000,0,1840000
1676,2025-08-01,402,1777,Same Day,2,2500000,704000,0.05,2375000
1677,2025-02-12,141,1095,Same Day,4,1000000,180000,0.05,950000
1678,2025-04-13,276,119,Standard Class,4,1000000,288000,0.05,950000
1679,2025-04-23,223,440,First Class,4,1000000,190000,0,1000000
1680,2025-12-03,494,1987,Standard Class,4,1000000,295000,0,1000000
1681,2025-04-11,304,1308,Standard Class,4,1280000,439000,0,1280000
1682,2025-07-28,135,845,Second Class,3,2760000,543000,0,2760000
1683,2025-02-22,183,2103,Same Day,2,1840000,526000,0.1,1656000
1684,2025-05-28,193,795,Standard Class,1,920000,196000,0,920000
1685,2025-02-07,171,621,Standard Class,1,920000,150000,0.1,828000
1686,2025-08-23,202,1404,Second Class,1,180000,40000,0,180000
1687,2025-02-17,346,802,Standard Class,2,360000,110000,0,360000
1688,2025-02-25,469,962,Second Class,4,1800000,315000,0.1,1620000
1689,2025-07-25,143,178,First Class,1,450000,131000,0,450000
1690,2025-09-12,405,854,Standard Class,2,240000,50000,0.1,216000
1691,2025-07-13,20,2317,Same Day,4,1280000,283000,0,1280000
1692,2025-10-22,82,1265,First Class,2,360000,107000,0.05,342000
1693,2025-10-04,466,1519,Same Day,4,720000,175000,0,720000
1694,2025-06-05,376,421,Second Class,4,1800000,494000,0,1800000
1695,2025-07-21,144,1407,Same Day,2,240000,55000,0.05,228000
1696,2025-07-25,460,1069,First Class,1,920000,208000,0,920000
1697,2025-01-29,73,1203,Same Day,1,180000,51000,0,180000
1698,2025-04-15,479,135,First Class,2,2500000,512000,0,2500000
1699,2025-12-28,305,935,Second Class,1,180000,46000,0,180000
1700,2025-02-21,158,2375,Same Day,1,180000,37000,0.1,162000
1701,2025-04-16,134,2404,Same Day,2,2500000,438000,0.1,2250000
1702,2025-08-27,230,1294,Second Class,2,2500000,685000,0.1,2250000
1703,2025-09-19,73,2341,Standard Class,3,750000,141000,0.05,712000
1704,2025-01-20,80,1120,First Class,4,2720000,771000,0,2720000
1705,2025-07-04,2,1146,Second Class,1,120000,28000,0.05,114000
1706,2025-01-14,157,1259,First Class,1,180000,35000,0,180000
1707,2025-08-07,378,1880,First Class,2,900000,291000,0,900000
1708,2025-11-26,292,1564,Same Day,2,900000,243000,0,900000
1709,2025-03-23,401,2067,First Class,1,250000,45000,0.1,225000
1710,2025-03-19,69,518,First Class,4,2720000,596000,0,2720000
1711,2025-02-01,140,699,Same Day,3,1350000,429000,0.05,1282000
1712,2025-08-17,38,589,Standard Class,4,1800000,384000,0,1800000
1713,2025-01-28,304,1253,Standard Class,3,1350000,292000,0,1350000
1714,2025-04-24,488,169,Second Class,2,1360000,389000,0.1,1224000
1715,2025-03-16,155,2327,First Class,1,1250000,310000,0.05,1188000
1716,2025-11-14,89,2460,Same Day,4,1280000,293000,0,1280000
1717,2025-03-23,80,1496,Second Class,1,1250000,305000,0,1250000
1718,2025-10-07,213,1551,Second Class,4,5000000,1592000,0,5000000
1719,2025-03-06,479,2018,First Class,3,960000,195000,0,960000
1720,2025-08-05,490,1346,First Class,4,1000000,326000,0.05,950000
1721,2025-09-20,175,705,Same Day,4,1000000,279000,0,1000000
1722,2025-08-25,76,1455,Standard Class,1,250000,54000,0,250000
1723,2025-12-20,175,948,First Class,4,3680000,888000,0.05,3496000
1724,2025-06-25,226,555,First Class,3,540000,141000,0,540000
1725,2025-09-26,400,116,Second Class,1,180000,33000,0.05,171000
1726,2025-10-28,94,2117,Same Day,3,2040000,496000,0,2040000
1727,2025-09-12,465,647,Standard Class,4,2720000,783000,0.05,2584000
1728,2025-01-30,202,1852,First Class,3,3750000,1294000,0,3750000
1729,2025-03-27,374,456,Standard Class,1,450000,84000,0,450000
1730,2025-03-08,60,1909,First Class,1,120000,24000,0,120000
1731,2025-06-20,103,727,Same Day,1,180000,55000,0.05,171000
1732,2025-12-08,210,241,Second Class,4,480000,152000,0,480000
1733,2025-07-31,262,701,Standard Class,2,1840000,465000,0.1,1656000
1734,2025-12-16,498,1882,Second Class,4,720000,140000,0,720000
1735,2025-07-29,366,2398,First Class,1,320000,70000,0,320000
1736,2025-12-03,18,1501,First Class,4,2720000,641000,0,2720000
1737,2025-10-28,85,1408,Same Day,1,920000,185000,0.05,874000
1738,2025-11-19,134,1207,Standard Class,1,1250000,326000,0.1,1125000
1739,2025-09-29,449,2220,Second Class,1,920000,303000,0,920000
1740,2025-02-08,214,1304,First Class,2,900000,165000,0,900000
1741,2025-11-11,420,344,First Class,3,960000,255000,0.1,864000
1742,2025-10-25,123,2146,Second Class,3,2040000,628000,0.1,1836000
1743,2025-06-08,381,426,Same Day,3,750000,168000,0.1,675000
1744,2025-05-05,159,1757,Second Class,1,450000,96000,0,450000
1745,2025-08-01,284,1690,Second Class,2,1840000,570000,0.1,1656000
1746,2025-08-05,365,310,First Class,3,750000,230000,0,750000
1747,2025-02-12,132,1789,First Class,1,180000,42000,0.1,162000
1748,2025-09-25,424,76,Same Day,4,720000,197000,0,720000
1749,2025-09-14,228,1819,Same Day,4,2720000,701000,0,2720000
1750,2025-02-13,498,197,First Class,2,2500000,644000,0,2500000
1751,2025-01-26,145,1859,Standard Class,3,3750000,1143000,0,3750000
1752,2025-04-08,197,710,First Class,3,960000,307000,0.05,912000
1753,2025-04-29,9,214,Second Class,1,680000,180000,0,680000
1754,2025-07-24,326,1516,Same Day,2,240000,73000,0.05,228000
1755,2025-09-01,458,1645,Second Class,4,1280000,297000,0.1,1152000
1756,2025-11-07,127,1359,Same Day,2,360000,89000,0.05,342000
1757,2025-07-25,218,2081,Standard Class,2,1840000,380000,0.05,1748000
1758,2025-12-02,481,2051,Same Day,3,360000,121000,0,360000
1759,2025-05-06,417,55,Same Day,2,1840000,420000,0.05,1748000
1760,2025-03-11,302,575,First Class,3,750000,134000,0.1,675000
1761,2025-06-14,366,1034,Same Day,3,1350000,419000,0,1350000
1762,2025-01-10,464,1941,Same Day,3,540000,121000,0,540000
1763,2025-05-21,439,1120,Same Day,2,1840000,624000,0,1840000
1764,2025-05-17,242,1504,Standard Class,1,250000,61000,0,250000
1765,2025-03-24,38,2198,Second Class,3,1350000,418000,0.05,1282000
1766,2025-12-30,434,2157,First Class,3,1350000,257000,0,1350000
1767,2025-08-15,32,177,Second Class,2,900000,278000,0,900000
1768,2025-10-21,473,2115,Second Class,2,500000,112000,0.05,475000
1769,2025-03-28,385,282,Same Day,1,120000,40000,0,120000
1770,2025-07-12,114,1936,Same Day,4,720000,182000,0.1,648000
1771,2025-11-28,241,532,Same Day,4,480000,120000,0,480000
1772,2025-11-07,476,1135,Standard Class,4,1280000,377000,0.05,1216000
1773,2025-07-15,319,828,Standard Class,3,2040000,694000,0,2040000
1774,2025-01-28,99,1882,First Class,1,1250000,434000,0,1250000
1775,2025-01-30,276,775,First Class,1,680000,128000,0,680000
1776,2025-05-01,335,2018,Same Day,2,640000,139000,0,640000
1777,2025-03-18,246,1077,First Class,1,1250000,240000,0,1250000
1778,2025-01-03,423,436,Second Class,3,1350000,471000,0,1350000
1779,2025-08-12,385,2154,Standard Class,2,240000,61000,0,240000
1780,2025-01-25,71,1777,Standard Class,2,1840000,385000,0.1,1656000
1781,2025-04-09,129,428,First Class,3,540000,113000,0,540000
1782,2025-06-02,189,266,Standard Class,2,1840000,413000,0.05,1748000
1783,2025-11-10,390,883,First Class,2,360000,97000,0,360000
1784,2025-11-27,359,1055,Second Class,3,1350000,392000,0,1350000
1785,2025-07-29,343,262,First Class,1,920000,253000,0.1,828000
1786,2025-07-03,8,1578,Same Day,1,680000,222000,0,680000
1787,2025-12-10,466,945,First Class,3,750000,198000,0,750000
1788,2025-02-28,230,1235,First Class,1,250000,71000,0.1,225000
1789,2025-04-08,394,1798,Second Class,3,750000,198000,0,750000
1790,2025-07-08,197,350,Second Class,1,120000,39000,0,120000
1791,2025-04-14,281,892,Standard Class,1,250000,76000,0,250000
1792,2025-09-15,412,2043,Same Day,1,450000,123000,0,450000
1793,2025-12-27,397,1445,Second Class,1,320000,82000,0.1,288000
1794,2025-11-11,36,296,Same Day,1,680000,134000,0,680000
1795,2025-05-09,450,2427,First Class,1,120000,31000,0,120000
1796,2025-07-16,133,802,Standard Class,1,1250000,223000,0.1,1125000
1797,2025-01-21,231,879,Standard Class,3,2760000,788000,0,2760000
1798,2025-06-29,277,949,First Class,3,960000,194000,0,960000
1799,2025-04-26,483,2261,First Class,4,720000,247000,0,720000
1800,2025-03-03,68,207,First Class,1,320000,85000,0.1,288000
1801,2025-01-31,373,1845,Same Day,2,240000,59000,0.05,228000
1802,2025-06-20,312,81,Same Day,4,720000,152000,0,720000
1803,2025-10-26,113,239,Standard Class,1,320000,66000,0.05,304000
1804,2025-12-12,391,46,Second Class,1,120000,21000,0.05,114000
1805,2025-06-27,130,1174,Second Class,1,920000,267000,0,920000
1806,2025-01-17,116,2400,First Class,3,750000,235000,0,750000
1807,2025-07-23,456,1328,Second Class,2,1360000,247000,0.1,1224000
1808,2025-06-17,451,423,Same Day,3,750000,237000,0,750000
1809,2025-02-22,127,739,Second Class,4,720000,132000,0.05,684000
1810,2025-07-14,380,228,Standard Class,3,750000,210000,0,750000
1811,2025-05-15,365,864,Second Class,2,2500000,702000,0,2500000
1812,2025-07-07,28,2092,Same Day,3,1350000,404000,0.1,1215000
1813,2025-10-20,311,903,Same Day,2,360000,65000,0,360000
1814,2025-06-12,216,37,Standard Class,2,900000,183000,0,900000
1815,2025-03-25,123,727,Second Class,4,2720000,659000,0,2720000
1816,2025-06-30,119,800,First Class,2,2500000,409000,0.1,2250000
1817,2025-12-07,142,511,Standard Class,3,1350000,287000,0,1350000
1818,2025-02-07,122,2098,Same Day,4,480000,112000,0,480000
1819,2025-02-12,164,256,Standard Class,3,960000,229000,0.1,864000
1820,2025-10-26,271,1663,Same Day,1,120000,32000,0.05,114000
1821,2025-05-27,135,367,First Class,4,1000000,264000,0,1000000
1822,2025-09-15,291,1217,First Class,1,920000,191000,0.1,828000
1823,2025-07-24,42,2157,Standard Class,3,3750000,1058000,0.1,3375000
1824,2025-10-14,212,2184,Second Class,4,1280000,344000,0.1,1152000
1825,2025-03-24,453,158,Standard Class,2,2500000,744000,0,2500000
1826,2025-03-11,382,160,Standard Class,2,2500000,629000,0,2500000
1827,2025-06-17,427,1284,Second Class,3,2040000,417000,0,2040000
1828,2025-10-02,260,1198,Standard Class,3,1350000,410000,0,1350000
1829,2025-11-24,96,179,Second Class,1,120000,26000,0.05,114000
1830,2025-09-06,247,923,Standard Class,4,480000,122000,0,480000
1831,2025-03-10,321,147,First Class,4,1000000,335000,0,1000000
1832,2025-06-11,64,1022,Same Day,1,180000,50000,0.1,162000
1833,2025-07-29,32,1540,First Class,2,2500000,742000,0.05,2375000
1834,2025-08-18,186,208,Second Class,1,680000,126000,0.1,612000
1835,2025-04-21,80,2409,First Class,3,3750000,1084000,0.05,3562000
1836,2025-05-12,91,318,Same Day,3,750000,171000,0.1,675000
1837,2025-06-07,52,785,Same Day,3,2040000,639000,0.1,1836000
1838,2025-03-08,277,1821,Same Day,3,2760000,575000,0,2760000
1839,2025-12-04,38,1883,First Class,1,320000,100000,0,320000
1840,2025-12-06,245,1599,Same Day,2,1360000,278000,0.05,1292000
1841,2025-11-05,124,1021,Standard Class,1,320000,111000,0,320000
1842,2025-05-30,288,2007,Standard Class,3,540000,113000,0,540000
1843,2025-06-28,214,1018,Same Day,3,2040000,418000,0.1,1836000
1844,2025-10-10,155,1621,Second Class,2,900000,261000,0,900000
1845,2025-03-28,198,2427,Standard Class,2,2500000,548000,0,2500000
1846,2025-06-27,464,1402,Same Day,3,960000,296000,0,960000
1847,2025-02-08,191,2170,Second Class,2,2500000,624000,0.1,2250000
1848,2025-06-23,90,656,Standard Class,4,720000,123000,0.1,648000
1849,2025-08-23,357,1083,Same Day,4,2720000,699000,0,2720000
1850,2025-03-08,50,601,Same Day,3,3750000,644000,0.05,3562000
1851,2025-09-11,362,1116,Standard Class,2,360000,97000,0,360000
1852,2025-07-13,378,861,Second Class,4,1280000,302000,0.1,1152000
1853,2025-03-19,427,843,Standard Class,3,2040000,573000,0.05,1938000
1854,2025-04-14,409,1495,Same Day,4,480000,128000,0,480000
1855,2025-10-17,281,2080,Standard Class,3,1350000,430000,0,1350000
1856,2025-09-03,16,577,First Class,2,360000,86000,0.1,324000
1857,2025-05-07,275,2328,Standard Class,1,920000,293000,0,920000
1858,2025-02-09,391,1105,First Class,1,920000,214000,0,920000
1859,2025-01-24,394,519,Standard Class,4,1800000,423000,0.05,1710000
1860,2025-09-15,268,2419,Standard Class,2,2500000,751000,0.05,2375000
1861,2025-07-18,488,1582,Standard Class,3,960000,216000,0,960000
1862,2025-09-01,245,888,Second Class,4,3680000,1207000,0,3680000
1863,2025-04-15,254,1446,Second Class,2,500000,92000,0,500000
1864,2025-04-02,362,911,Standard Class,3,2760000,706000,0,2760000
1865,2025-12-02,147,1755,Second Class,1,250000,51000,0,250000
1866,2025-12-27,472,874,Standard Class,1,1250000,401000,0,1250000
1867,2025-07-30,41,1792,Same Day,1,450000,85000,0,450000
1868,2025-11-10,230,241,First Class,2,1840000,338000,0,1840000
1869,2025-07-18,361,1969,Second Class,2,900000,275000,0,900000
1870,2025-05-11,300,1491,Second Class,1,450000,115000,0,450000
1871,2025-07-12,429,874,Second Class,4,1800000,335000,0.1,1620000
1872,2025-02-20,500,311,Standard Class,2,2500000,513000,0.1,2250000
1873,2025-03-30,245,408,Second Class,3,960000,255000,0.1,864000
1874,2025-06-17,276,362,Same Day,2,1840000,576000,0.05,1748000
1875,2025-12-25,321,2412,Same Day,1,320000,98000,0,320000
1876,2025-03-23,416,1013,Second Class,1,680000,147000,0.1,612000
1877,2025-04-14,353,2449,Same Day,3,3750000,1073000,0,3750000
1878,2025-03-16,287,2240,Second Class,2,640000,141000,0,640000
1879,2025-01-07,338,1960,Standard Class,4,1800000,620000,0,1800000
1880,2025-03-30,198,757,First Class,3,750000,213000,0.05,712000
1881,2025-08-10,190,2183,First Class,2,500000,139000,0,500000
1882,2025-09-18,379,1511,Standard Class,1,180000,31000,0.05,171000
1883,2025-05-05,209,1097,First Class,1,250000,84000,0,250000
1884,2025-07-03,96,1822,Same Day,1,920000,188000,0.05,874000
1885,2025-03-24,34,1741,Standard Class,4,720000,140000,0.05,684000
